id,claim,evidence_doc_id,evidence_label,evidence_sentences,cited_doc_ids
34,A deficiency of folate increases blood levels of homocysteine.,11705328,SUPPORT,[4],[11705328]
35,A deficiency of vitamin B12 decreases blood levels of homocysteine.,,,[],[ 5152028 11705328]
37,A deficiency of vitamin B6 decreases blood levels of homocysteine.,,,[],[ 5152028 11705328]
39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,13497630,SUPPORT,[7],[13497630]
39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,13497630,SUPPORT,[8],[13497630]
39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,13497630,SUPPORT,[9],[13497630]
39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,13497630,SUPPORT,[10],[13497630]
39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,13497630,SUPPORT,[11],[13497630]
40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,CONTRADICT,[7],[13497630]
40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,CONTRADICT,[8],[13497630]
40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,CONTRADICT,[9],[13497630]
40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,CONTRADICT,[10],[13497630]
40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,CONTRADICT,[11],[13497630]
41,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,18174210,SUPPORT,[1 9],[18174210]
41,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,18174210,SUPPORT,[10],[18174210]
43,A low percentage of hematopoietic progenitor cells are susceptible to HIV-1 infection ex vivo.,,,[],[7224723]
44,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,56893404,SUPPORT,[3],[56893404]
45,A mutation in HNF4A leads to an increased risk of diabetes by the age of 14 years.,,,[],[56893404]
46,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,380526,SUPPORT,[2],[380526]
47,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,26996935,SUPPORT,[6],[ 3512154 26996935]
52,ALDH1 expression is associated with poorer prognosis for breast cancer primary tumors.,45638119,SUPPORT,[4],[45638119]
55,AMP-activated protein kinase (AMPK) activation reduces inflammation-related fibrosis in the lungs.,49556906,SUPPORT,[5],[49556906]
55,AMP-activated protein kinase (AMPK) activation reduces inflammation-related fibrosis in the lungs.,49556906,SUPPORT,[6],[49556906]
55,AMP-activated protein kinase (AMPK) activation reduces inflammation-related fibrosis in the lungs.,49556906,SUPPORT,[7],[49556906]
58,APOE4 expression in iPSC-derived neurons results in decreased tau phosphorylation.,4709641,CONTRADICT,[1],[4709641]
60,ART has no effect on the infectiveness of HIV-positive people.,13899137,CONTRADICT,[5],[13899137 13901073]
60,ART has no effect on the infectiveness of HIV-positive people.,13899137,CONTRADICT,[9],[13899137 13901073]
60,ART has no effect on the infectiveness of HIV-positive people.,13899137,CONTRADICT,[11],[13899137 13901073]
61,ART substantially reduces infectiveness of HIV-positive people.,13899137,SUPPORT,[5],[13899137 13901073]
61,ART substantially reduces infectiveness of HIV-positive people.,13899137,SUPPORT,[9],[13899137 13901073]
61,ART substantially reduces infectiveness of HIV-positive people.,13899137,SUPPORT,[11],[13899137 13901073]
62,ATF4 is a general endoplasmic reticulum stress marker.,,,[],[32587939]
63,ATM and Rad3 related protein are critical for sensing DNA damage.,,,[],[40349336]
64,ATM and Rad3 related protein have no role in sensing DNA damage.,,,[],[40349336]
66,AZT given with ribavirin increases anemia.,,,[],[14806256]
67,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,21295300,SUPPORT,[3],[21295300]
67,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,21295300,SUPPORT,[7],[21295300]
68,Activated Cdk5 regulates DNA damage-induced neuronal death.,21295300,SUPPORT,[6],[21295300]
69,Activation of PPM1D enhances p53 function.,5956380,CONTRADICT,[5 6],[5956380 4414547]
69,Activation of PPM1D enhances p53 function.,4414547,CONTRADICT,[5],[5956380 4414547]
71,Activation of the Rac1 homolog CED-10 kills viable cells in SRGP-1 mutant Caenorhabditis elegans.,1127562,SUPPORT,[4 5],[1127562]
73,Activator-inhibitor pairs are provided ventrally by Xrl-sizzled.,,,[],[6076903]
74,Active H. pylori urease has a polymeric structure consisting of five distinct subunits.,,,[],[4387784]
76,Active Ly49Q induces neutrophil polarization.,5531479,SUPPORT,[1],[5531479]
76,Active Ly49Q induces neutrophil polarization.,5531479,SUPPORT,[6],[5531479]
77,Active Ly49Q prevents neutrophil polarization.,5531479,CONTRADICT,[1],[5531479]
77,Active Ly49Q prevents neutrophil polarization.,5531479,CONTRADICT,[6],[5531479]
78,Active caspase-11 participate in regulating phagosome-lysosome fusion.,5099266,SUPPORT,[7],[5099266]
79,Active caspase-11 protein promotes pyroptosis.,5099266,SUPPORT,[3],[5099266]
79,Active caspase-11 protein promotes pyroptosis.,5099266,SUPPORT,[4],[5099266]
80,Acute ablation of KRAS causes severe growth impairment.,,,[],[4920376]
81,Acute ablation of Snail in the embryonic cortex affects the proliferation and number of embryonic cortical precursors.,,,[],[1797622]
82,"Addition of BMP4, activin A, CHIR99021, and SU504 to reprogramming fibroblasts generates, expands and maintains cardiovascular progenitor cells (CPCs)",,,[],[3619372]
85,Adult tissue-resident macrophages are seeded before birth.,7521113,SUPPORT,[4],[ 7521113 22406695]
85,Adult tissue-resident macrophages are seeded before birth.,22406695,SUPPORT,[1],[ 7521113 22406695]
86,Adult tissue-resident macrophages are seeded before birth.,7521113,SUPPORT,[4],[ 7521113 22406695]
86,Adult tissue-resident macrophages are seeded before birth.,22406695,SUPPORT,[1],[ 7521113 22406695]
88,Adult tissue-resident macrophages possess a self-renewing capacity.,7521113,SUPPORT,[4],[ 7521113 22406695]
89,Adult tissue-resident macrophages stem from the embryonal yolk sac and fetal liver.,,,[],[ 7521113 22406695]
90,Adult tissue-resident macrophages stem from the embryonal yolk sac and fetal liver.,,,[],[22406695]
91,Aged patients are less susceptible to ischaemia/reperfusion injury.,,,[],[1084345]
92,Aged patients are more susceptible to ischaemia/reperfusion injury.,,,[],[1084345]
93,Aggravated inflammation is dependent on NLRP3 inflammasome activation.,2692522,SUPPORT,[2],[2692522]
93,Aggravated inflammation is dependent on NLRP3 inflammasome activation.,2692522,SUPPORT,[3],[2692522]
95,Albendazole is used to treat soil-transmitted helminths.,,,[],[1215116]
96,Algerian physicians constitue the largest component of sub-Saharan Africa-trained physicians in the United States.,,,[],[14500725]
98,Alirocumab treatment reduces apo(a) fractional clearance rate.,6540064,CONTRADICT,[ 9 10],[6540064]
98,Alirocumab treatment reduces apo(a) fractional clearance rate.,6540064,CONTRADICT,[12],[6540064]
98,Alirocumab treatment reduces apo(a) fractional clearance rate.,6540064,CONTRADICT,[14],[6540064]
98,Alirocumab treatment reduces apo(a) fractional clearance rate.,6540064,CONTRADICT,[16],[6540064]
104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,40164383,CONTRADICT,[8],[40164383]
104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,40164383,CONTRADICT,[9],[40164383]
104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,40164383,CONTRADICT,[11],[40164383]
104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,40164383,CONTRADICT,[15],[40164383]
105,Alteration of origin firing causes changes in termination zones of Okazaki fragments.,36606083,CONTRADICT,[3],[36606083]
106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,25515907,CONTRADICT,[6],[25515907  5151024]
106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,25515907,CONTRADICT,[8],[25515907  5151024]
106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,25515907,CONTRADICT,[9],[25515907  5151024]
106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,5151024,CONTRADICT,[0],[25515907  5151024]
106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,5151024,CONTRADICT,[8],[25515907  5151024]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,6191684,SUPPORT,[7],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,6191684,SUPPORT,[8],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,6191684,SUPPORT,[10],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,22995579,SUPPORT,[0],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,22995579,SUPPORT,[3],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,23865182,SUPPORT,[0],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,23865182,SUPPORT,[3],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,23865182,SUPPORT,[7],[ 6191684 22995579 23865182]
108,Amitriptyline is an effective treatment for chronic tension-type headaches.,23865182,SUPPORT,[8],[ 6191684 22995579 23865182]
109,An M2-like phenotype in brown adipose tissue macrophages is quickly induced by cold exposure.,4319174,SUPPORT,[5],[4319174]
111,Androgenetic haploid mouse embryonic stem cells (ESCs) can be derived and genetically manipulated in vitro.,13513790,SUPPORT,[5],[13513790]
111,Androgenetic haploid mouse embryonic stem cells (ESCs) can be derived and genetically manipulated in vitro.,13513790,SUPPORT,[7],[13513790]
112,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,6157837,CONTRADICT,[2],[6157837]
112,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,6157837,CONTRADICT,[7],[6157837]
114,Anthrax spores are very difficult to dispose once they are dispersed.,33872649,SUPPORT,[6],[33872649]
116,Anthrax spores remain deadly until affected areas are decontaminated.,33872649,SUPPORT,[6],[33872649]
119,Antidepressants increase the severity of migraines.,14606752,CONTRADICT,[6],[14606752]
119,Antidepressants increase the severity of migraines.,14606752,CONTRADICT,[8],[14606752]
119,Antidepressants increase the severity of migraines.,14606752,CONTRADICT,[10],[14606752]
120,Antidepressants reduce the severity of migraines.,14606752,SUPPORT,[6],[14606752]
120,Antidepressants reduce the severity of migraines.,14606752,SUPPORT,[8],[14606752]
120,Antidepressants reduce the severity of migraines.,14606752,SUPPORT,[10],[14606752]
121,Antimicrobial agents are less effective due to the pressure of antimicrobial usage.,31460499,SUPPORT,[0],[31460499]
122,Antimicrobial agents are more effective due to the pressure of antimicrobial usage.,31460499,CONTRADICT,[0],[31460499]
123,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,4883040,CONTRADICT,[8],[4883040]
123,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,4883040,CONTRADICT,[10],[4883040]
126,"Approximately 250,000 people are infected with human T-cell lymphotropic virus type 1 in the United Kingdom.",,,[],[24512064]
134,Assessing treatment adherence is more beneficial to clinical practice than measuring routine outcomes.,,,[],[4695046]
138,Asymptomatic visual impairment screening in elderly populations leads to improved vision.,26016929,CONTRADICT,[7 9],[26016929]
139,At least 85% of patients exposed to radiation have activated markers of myofibroblasts.,,,[],[22080671]
144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,10582939,SUPPORT,[8],[10582939]
144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,10582939,SUPPORT,[10],[10582939]
144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,10582939,SUPPORT,[12],[10582939]
149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,6227220,CONTRADICT,[2],[6227220]
149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,6227220,CONTRADICT,[5],[6227220]
149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,6227220,CONTRADICT,[6],[6227220]
152,B cells go though plasmablast differentiation and antibody production by continuous expression of EBI2.,15488881,SUPPORT,[2],[15488881]
152,B cells go though plasmablast differentiation and antibody production by continuous expression of EBI2.,15488881,SUPPORT,[4],[15488881]
153,B3-Galectin decreases cell resistance to tyrosine kinase inhibitors (TKIs) by engaging the alternate KRAS-RalB signaling complex downstream of EGFR.,,,[],[4702639]
154,B3-Galectin increases cell resistance to tyrosine kinase inhibitors (TKIs) by engaging the alternate KRAS-RalB signaling complex downstream of EGFR.,,,[],[4702639]
155,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,37549932,SUPPORT,[3],[37549932]
156,BCL-2 promotes the apoptotic effects of c-Myc.,37549932,CONTRADICT,[3],[37549932]
157,BLM gene encodes RecQ-class DNA helicase.,13439128,SUPPORT,[3],[13439128]
159,BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.,9394119,SUPPORT,[16],[9394119]
159,BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.,9394119,SUPPORT,[17],[9394119]
160,Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.,52874170,SUPPORT,[14],[52874170]
161,Bacteriophagaes MS2 and Qβ are members of the Leviviridae.,,,[],[6903077]
164,Bariatric surgery increases rates of colorectal cancer.,5824985,SUPPORT,[11],[5824985]
165,Bariatric surgery increases rates of postmenopausal breast cancer.,5824985,SUPPORT,[11],[5824985]
166,Bariatric surgery leads to negative outcomes in mental health.,18872233,CONTRADICT,[9],[18872233]
166,Bariatric surgery leads to negative outcomes in mental health.,18872233,CONTRADICT,[12],[18872233]
167,Bariatric surgery leads to positive outcomes in mental health.,18872233,SUPPORT,[9],[18872233]
167,Bariatric surgery leads to positive outcomes in mental health.,18872233,SUPPORT,[12],[18872233]
168,Bariatric surgery reduces colorectal cancer.,5824985,CONTRADICT,[11],[5824985]
169,Bariatric surgery reduces postmenopausal breast cancer.,5824985,CONTRADICT,[11],[5824985]
172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,12670680,SUPPORT,[1],[12670680]
172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,12670680,SUPPORT,[2],[12670680]
172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,12670680,SUPPORT,[4],[12670680]
173,Bcp1 is a chaperone for Rpl23.,,,[],[8126244]
174,Beta-band coherence is diminished for visible stimuli over invisible stimuli.,,,[],[1710116]
175,Beta-band coherence is enhanced for visible stimuli over invisible stimuli.,,,[],[1710116]
176,BiP is a general endoplasmic reticulum stress marker.,,,[],[32587939]
177,Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.,9669099,SUPPORT,[4],[9669099]
177,Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.,9669099,SUPPORT,[6],[9669099]
178,Birth-weight is negatively associated with breast cancer.,16322674,CONTRADICT,[5],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,16322674,CONTRADICT,[6],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,16322674,CONTRADICT,[11],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,27123743,CONTRADICT,[4],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,23557241,CONTRADICT,[6],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,17450673,CONTRADICT,[5],[16322674 27123743 23557241 17450673]
178,Birth-weight is negatively associated with breast cancer.,17450673,CONTRADICT,[9],[16322674 27123743 23557241 17450673]
181,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.,16966326,SUPPORT,[5],[16966326]
182,Bone Marrow (BM) transplantation is used to treat acute myeloid leukemia (AML),,,[],[11369420]
184,Bone marrow cells don't contribute to adult macrophage compartments.,12827098,SUPPORT,[3],[12827098]
186,British female students are bullied more than British male students.,,,[],[16855829]
187,British male students are bullied more than British female students.,,,[],[16855829]
189,Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.,4421578,SUPPORT,[3],[4421578]
196,C2 works synergistically with A-769662 to activate dephosphorylated AMPK.,19313533,SUPPORT,[3],[19313533]
197,CCL19 is a ligand for CCR7.,2177022,SUPPORT,[4],[2177022]
199,CCL19 is predominantly present within dLNs.,,,[],[2177022]
200,"CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.",18231807,SUPPORT,[4],[18231807]
201,CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.,2462673,SUPPORT,[2],[2462673]
201,CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.,2462673,SUPPORT,[3],[2462673]
203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,9558539,CONTRADICT,[1],[9558539]
203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,9558539,CONTRADICT,[3],[9558539]
203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,9558539,CONTRADICT,[4],[9558539]
203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,9558539,CONTRADICT,[5],[9558539]
203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,9558539,CONTRADICT,[7],[9558539]
204,CDK6 shows impaired binding to loss-of-function variants of p18 INK4C.,,,[],[7898952]
205,CDK6 shows improved binding to loss-of-function variants of p18 INK4C.,,,[],[7898952  470625]
209,CHOP is a general endoplasmic reticulum stress marker.,,,[],[32587939]
210,COPI coatmer is involved in lipid homeostasis.,13794374,SUPPORT,[3],[13794374]
210,COPI coatmer is involved in lipid homeostasis.,13794374,SUPPORT,[4],[13794374]
210,COPI coatmer is involved in lipid homeostasis.,13794374,SUPPORT,[7],[13794374]
211,COPI coatmer is involved in viral replication.,,,[],[13794374]
214,CRP is positively correlated with postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,,,[],[13625993]
220,Ca2+ cycling controls whole-body energy homeostasis in beige fat.,19205437,SUPPORT,[3 4],[19205437]
220,Ca2+ cycling controls whole-body energy homeostasis in beige fat.,19205437,SUPPORT,[5],[19205437]
221,Ca2+ cycling is a UCP1-dependent thermogenic mechanism.,19205437,CONTRADICT,[1],[19205437]
221,Ca2+ cycling is a UCP1-dependent thermogenic mechanism.,19205437,CONTRADICT,[3],[19205437]
222,Ca2+ cycling is a UCP1-independent thermogenic mechanism.,19205437,SUPPORT,[1],[19205437]
222,Ca2+ cycling is a UCP1-independent thermogenic mechanism.,19205437,SUPPORT,[3],[19205437]
223,Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.,2014909,SUPPORT,[2],[2014909]
224,Cancer-associated fibroblasts (CAFs) are constituents of tumor microenvironments,,,[],[6944800]
225,Cancer-associated fibroblasts (CAFs) have no known interaction with cancer cells in the formation and activation of CAFs.,,,[],[6944800]
226,Cancer-associated fibroblasts (CAFs) interact with cancer cells to mediate formation and activation of CAFs.,,,[],[6944800]
227,Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.,26973393,SUPPORT,[0],[26973393]
228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,4928057,SUPPORT,[1],[4928057]
228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,4928057,SUPPORT,[3],[4928057]
228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,4928057,SUPPORT,[4],[4928057]
228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,4928057,SUPPORT,[6],[4928057]
229,Carriers of HNF4A mutations are at reduced risk for diabetes.,,,[],[56893404]
235,Cell autonomous sex determination in somatic cells occurs in Galliformes.,4388470,SUPPORT,[3],[4388470]
235,Cell autonomous sex determination in somatic cells occurs in Galliformes.,4388470,SUPPORT,[6],[4388470]
235,Cell autonomous sex determination in somatic cells occurs in Galliformes.,4388470,SUPPORT,[7],[4388470]
241,Cellular clocks are associated with mitosis timing in NIH 3T3 cells.,2212067,SUPPORT,[3],[ 2212067 10608822]
242,Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.,2212067,CONTRADICT,[3],[ 2212067 10608822]
243,"Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.",8148122,SUPPORT,[7],[8148122]
244,Certain immunomodulator-human dialyzable leukocyte extract (hDLE) peptides are recognized by toll-like receptors (TLRs) on macrophages and dendritic cells.,,,[],[21498497]
245,Charcoal is an effective treatment for acute paraquat poisoning.,3430789,CONTRADICT,[8],[8447873 3430789]
246,Charcoal shows no benefit for acute paraquat poisoning.,3430789,SUPPORT,[8],[8447873 3430789]
247,Chemical injury represses transglutaminase 2 activity.,,,[],[13578199]
250,Chenodeoxycholic acid treatment decreases brown adipose tissue activity.,1568684,CONTRADICT,[3],[1568684]
251,Chenodeoxycholic acid treatment increases brown adipose tissue activity.,1568684,SUPPORT,[3],[1568684]
253,Chinese individuals with TT homozygosity in the MTHFR gene are less vulnerable to strokes caused by low levels of folate intake.,,,[],[37424881]
254,Chinese individuals with TT homozygosity in the MTHFR gene are more vulnerable to strokes caused by low levels of folate intake.,,,[],[37424881]
255,Chlamydia trachomatis is most prevalent in the UK among individuals in their 50s and 60s.,,,[],[5850219]
256,Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.,5850219,SUPPORT,[10],[5850219]
258,"Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.",22080671,SUPPORT,[4 5],[22080671]
259,Chronic HIV stimulation of B cells leads to the premature exhaustion of B cells.,,,[],[8883846]
262,Cis-acting lncRNAs control the expression of genes that are positioned in the vicinity of their transcription sites.,,,[],[14610165]
263,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.,11328820,CONTRADICT,[7 9],[11328820 30041340 14853989]
263,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.,30041340,CONTRADICT,[0 1],[11328820 30041340 14853989]
263,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.,30041340,CONTRADICT,[11],[11328820 30041340 14853989]
264,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.,11328820,SUPPORT,[ 7  8  9 10],[11328820]
265,Clathrin stabilizes the spindle fiber apparatus during mitosis.,2033917,SUPPORT,[2],[2033917]
265,Clathrin stabilizes the spindle fiber apparatus during mitosis.,2033917,SUPPORT,[4],[2033917]
265,Clathrin stabilizes the spindle fiber apparatus during mitosis.,2033917,SUPPORT,[5],[2033917]
266,Cnn1 recruitment varies with cell cycle timing.,22405338,SUPPORT,[5],[22405338]
266,Cnn1 recruitment varies with cell cycle timing.,22405338,SUPPORT,[6],[22405338]
267,Cognitive behavioral therapy is an ineffective treatment for insomnia,5912283,CONTRADICT,[7],[ 5912283 31554917]
267,Cognitive behavioral therapy is an ineffective treatment for insomnia,5912283,CONTRADICT,[9],[ 5912283 31554917]
267,Cognitive behavioral therapy is an ineffective treatment for insomnia,5912283,CONTRADICT,[10],[ 5912283 31554917]
267,Cognitive behavioral therapy is an ineffective treatment for insomnia,5912283,CONTRADICT,[12],[ 5912283 31554917]
272,Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.,11614737,SUPPORT,[8],[11614737]
277,"Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.",14376683,SUPPORT,[4],[14376683]
278,Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.,14376683,CONTRADICT,[4],[14376683]
280,Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.,25001628,SUPPORT,[6 7],[25001628]
281,Concentrations of SNV and CNV in stem-cell regulatory elements and binding sites of transcription factors in iPSC-lines are distinct from their founding cells.,,,[],[4632921]
283,Consumption of whole fruits increases the risk of type 2 diabetes.,1974176,CONTRADICT,[11],[1974176]
